name,date,open,high,low,close,volume
warren,2019-07-14,0.2,0.21000000000000002,0.2,0.21000000000000002,8916
cuomo,2019-07-14,0.01,0.01,0.01,0.01,53
zuckerberg,2019-07-14,0.01,0.01,0.01,0.01,0
kaine,2019-07-14,0.01,0.01,0.01,0.01,0
klobuchar,2019-07-14,0.02,0.03,0.02,0.02,1692
johnson,2019-07-14,0.01,0.01,0.01,0.01,0
brown,2019-07-14,0.01,0.01,0.01,0.01,0
murphy,2019-07-14,0.01,0.01,0.01,0.01,0
delaney,2019-07-14,0.01,0.01,0.01,0.01,0
winfrey,2019-07-14,0.01,0.01,0.01,0.01,0
o_rourke,2019-07-14,0.02,0.03,0.02,0.02,3094
clinton,2019-07-14,0.04,0.04,0.03,0.04,5002
s_brown,2019-07-14,0.01,0.01,0.01,0.01,0
bloomberg,2019-07-14,0.01,0.01,0.01,0.01,1
yang,2019-07-14,0.07,0.08,0.07,0.07,7413
buttigieg,2019-07-14,0.12000000000000001,0.12000000000000001,0.11,0.11,2326
castro,2019-07-14,0.02,0.03,0.02,0.02,2057
gabbard,2019-07-14,0.05,0.05,0.04,0.05,2032
hickenlooper,2019-07-14,0.01,0.01,0.01,0.01,0
inslee,2019-07-14,0.01,0.01,0.01,0.01,866
bullock,2019-07-14,0.02,0.02,0.01,0.02,1910
bennet,2019-07-14,0.01,0.01,0.01,0.01,12987
williamson,2019-07-14,0.01,0.02,0.01,0.01,10259
ryan,2019-07-14,0.01,0.01,0.01,0.01,1
de_blasio,2019-07-14,0.01,0.01,0.01,0.01,2
swalwell,2019-07-14,0.01,0.01,0.01,0.01,0
sanders,2019-07-15,0.14,0.14,0.12000000000000001,0.12000000000000001,8184
booker,2019-07-15,0.04,0.05,0.04,0.05,7308
harris,2019-07-15,0.24000000000000002,0.24000000000000002,0.23,0.23,14490
gillibrand,2019-07-15,0.01,0.01,0.01,0.01,4718
biden,2019-07-15,0.23,0.23,0.21000000000000002,0.22,17449
warren,2019-07-15,0.21000000000000002,0.21000000000000002,0.2,0.21000000000000002,11008
cuomo,2019-07-15,0.01,0.01,0.01,0.01,0
zuckerberg,2019-07-15,0.01,0.01,0.01,0.01,1
kaine,2019-07-15,0.01,0.01,0.01,0.01,1
klobuchar,2019-07-15,0.02,0.02,0.01,0.01,33681
johnson,2019-07-15,0.01,0.01,0.01,0.01,0
brown,2019-07-15,0.01,0.01,0.01,0.01,0
murphy,2019-07-15,0.01,0.01,0.01,0.01,0
delaney,2019-07-15,0.01,0.01,0.01,0.01,9500
winfrey,2019-07-15,0.01,0.01,0.01,0.01,12
o_rourke,2019-07-15,0.02,0.03,0.02,0.02,7868
clinton,2019-07-15,0.04,0.04,0.03,0.04,5187
s_brown,2019-07-15,0.01,0.01,0.01,0.01,0
bloomberg,2019-07-15,0.01,0.01,0.01,0.01,0
yang,2019-07-15,0.07,0.08,0.07,0.08,10687
buttigieg,2019-07-15,0.11,0.12000000000000001,0.11,0.11,9335
castro,2019-07-15,0.02,0.03,0.02,0.02,4291
gabbard,2019-07-15,0.05,0.05,0.04,0.04,8287
hickenlooper,2019-07-15,0.01,0.01,0.01,0.01,0
inslee,2019-07-15,0.01,0.01,0.01,0.01,225
bullock,2019-07-15,0.02,0.02,0.01,0.02,4812
bennet,2019-07-15,0.01,0.02,0.01,0.01,31854
williamson,2019-07-15,0.01,0.02,0.01,0.01,40950
ryan,2019-07-15,0.01,0.01,0.01,0.01,0
de_blasio,2019-07-15,0.01,0.01,0.01,0.01,0
swalwell,2019-07-15,0.01,0.01,0.01,0.01,0
sanders,2019-07-16,0.12000000000000001,0.14,0.12000000000000001,0.12000000000000001,4597
booker,2019-07-16,0.05,0.05,0.04,0.04,3214
harris,2019-07-16,0.23,0.24000000000000002,0.23,0.23,6799
gillibrand,2019-07-16,0.01,0.02,0.01,0.01,3400
biden,2019-07-16,0.22,0.23,0.21000000000000002,0.22,11723
warren,2019-07-16,0.21000000000000002,0.22,0.2,0.22,13050
cuomo,2019-07-16,0.01,0.01,0.01,0.01,0
zuckerberg,2019-07-16,0.01,0.01,0.01,0.01,0
kaine,2019-07-16,0.01,0.01,0.01,0.01,0
klobuchar,2019-07-16,0.01,0.02,0.01,0.01,4612
johnson,2019-07-16,0.01,0.01,0.01,0.01,0
brown,2019-07-16,0.01,0.01,0.01,0.01,0
murphy,2019-07-16,0.01,0.01,0.01,0.01,0
delaney,2019-07-16,0.01,0.01,0.01,0.01,0
winfrey,2019-07-16,0.01,0.01,0.01,0.01,0
o_rourke,2019-07-16,0.02,0.03,0.02,0.02,6471
clinton,2019-07-16,0.04,0.04,0.03,0.04,2580
s_brown,2019-07-16,0.01,0.01,0.01,0.01,0
bloomberg,2019-07-16,0.01,0.01,0.01,0.01,0
yang,2019-07-16,0.08,0.08,0.07,0.07,4653
buttigieg,2019-07-16,0.11,0.12000000000000001,0.11,0.11,6852
castro,2019-07-16,0.02,0.03,0.02,0.02,2247
gabbard,2019-07-16,0.04,0.05,0.04,0.05,10997
hickenlooper,2019-07-16,0.01,0.01,0.01,0.01,0
inslee,2019-07-16,0.01,0.01,0.01,0.01,2000
bullock,2019-07-16,0.02,0.02,0.01,0.01,3859
bennet,2019-07-16,0.01,0.01,0.01,0.01,5402
williamson,2019-07-16,0.01,0.02,0.01,0.02,11315
ryan,2019-07-16,0.01,0.01,0.01,0.01,0
de_blasio,2019-07-16,0.01,0.01,0.01,0.01,0
swalwell,2019-07-16,0.01,0.01,0.01,0.01,0
sanders,2019-07-17,0.12000000000000001,0.14,0.12000000000000001,0.13,3560
booker,2019-07-17,0.04,0.05,0.04,0.04,2132
harris,2019-07-17,0.23,0.24000000000000002,0.23,0.23,7971
gillibrand,2019-07-17,0.01,0.01,0.01,0.01,163872
biden,2019-07-17,0.22,0.23,0.21000000000000002,0.22,8115
warren,2019-07-17,0.22,0.22,0.21000000000000002,0.22,4746
cuomo,2019-07-17,0.01,0.01,0.01,0.01,0
zuckerberg,2019-07-17,0.01,0.01,0.01,0.01,0
kaine,2019-07-17,0.01,0.01,0.01,0.01,0
klobuchar,2019-07-17,0.01,0.02,0.01,0.02,2865
johnson,2019-07-17,0.01,0.01,0.01,0.01,0
brown,2019-07-17,0.01,0.01,0.01,0.01,0
murphy,2019-07-17,0.01,0.01,0.01,0.01,0
delaney,2019-07-17,0.01,0.01,0.01,0.01,0
winfrey,2019-07-17,0.01,0.01,0.01,0.01,1
o_rourke,2019-07-17,0.02,0.03,0.02,0.02,2068
clinton,2019-07-17,0.04,0.04,0.03,0.04,5432
s_brown,2019-07-17,0.01,0.01,0.01,0.01,0
bloomberg,2019-07-17,0.01,0.01,0.01,0.01,25
yang,2019-07-17,0.07,0.08,0.07,0.08,14940
buttigieg,2019-07-17,0.11,0.12000000000000001,0.11,0.11,7536
castro,2019-07-17,0.02,0.03,0.02,0.02,2239
gabbard,2019-07-17,0.05,0.05,0.04,0.05,3300
hickenlooper,2019-07-17,0.01,0.01,0.01,0.01,0
inslee,2019-07-17,0.01,0.01,0.01,0.01,20
bullock,2019-07-17,0.01,0.02,0.01,0.02,3156
bennet,2019-07-17,0.01,0.02,0.01,0.01,9764
williamson,2019-07-17,0.02,0.02,0.01,0.01,15106
ryan,2019-07-17,0.01,0.01,0.01,0.01,0
de_blasio,2019-07-17,0.01,0.01,0.01,0.01,523
swalwell,2019-07-17,0.01,0.01,0.01,0.01,0
sanders,2019-07-18,0.13,0.14,0.13,0.13,13663
booker,2019-07-18,0.04,0.05,0.04,0.05,2669
harris,2019-07-18,0.23,0.24000000000000002,0.22,0.22,28053
gillibrand,2019-07-18,0.01,0.01,0.01,0.01,16006
biden,2019-07-18,0.22,0.23,0.21000000000000002,0.23,10374
warren,2019-07-18,0.22,0.22,0.21000000000000002,0.22,10719
cuomo,2019-07-18,0.01,0.01,0.01,0.01,0
zuckerberg,2019-07-18,0.01,0.01,0.01,0.01,35
kaine,2019-07-18,0.01,0.01,0.01,0.01,0
klobuchar,2019-07-18,0.02,0.02,0.01,0.01,6153
johnson,2019-07-18,0.01,0.01,0.01,0.01,0
brown,2019-07-18,0.01,0.01,0.01,0.01,0
murphy,2019-07-18,0.01,0.01,0.01,0.01,0
delaney,2019-07-18,0.01,0.01,0.01,0.01,276
winfrey,2019-07-18,0.01,0.01,0.01,0.01,1
o_rourke,2019-07-18,0.02,0.03,0.02,0.02,767
clinton,2019-07-18,0.04,0.04,0.03,0.04,10604
s_brown,2019-07-18,0.01,0.01,0.01,0.01,0
bloomberg,2019-07-18,0.01,0.01,0.01,0.01,0
yang,2019-07-18,0.08,0.08,0.07,0.07,4667
buttigieg,2019-07-18,0.11,0.12000000000000001,0.11,0.12000000000000001,5006
castro,2019-07-18,0.02,0.03,0.02,0.03,2571
gabbard,2019-07-18,0.05,0.05,0.04,0.05,842
hickenlooper,2019-07-18,0.01,0.01,0.01,0.01,0
inslee,2019-07-18,0.01,0.01,0.01,0.01,700
bullock,2019-07-18,0.02,0.02,0.01,0.02,330
bennet,2019-07-18,0.01,0.02,0.01,0.02,2476
williamson,2019-07-18,0.01,0.02,0.01,0.01,1233
ryan,2019-07-18,0.01,0.01,0.01,0.01,4
de_blasio,2019-07-18,0.01,0.01,0.01,0.01,5049
swalwell,2019-07-18,0.01,0.01,0.01,0.01,0
sanders,2019-07-19,0.13,0.14,0.13,0.14,19890
booker,2019-07-19,0.05,0.05,0.04,0.04,2860
harris,2019-07-19,0.22,0.23,0.22,0.22,7180
gillibrand,2019-07-19,0.01,0.01,0.01,0.01,239
biden,2019-07-19,0.23,0.23,0.22,0.23,5616
warren,2019-07-19,0.22,0.23,0.21000000000000002,0.23,7812
cuomo,2019-07-19,0.01,0.01,0.01,0.01,0
zuckerberg,2019-07-19,0.01,0.01,0.01,0.01,0
kaine,2019-07-19,0.01,0.01,0.01,0.01,0
klobuchar,2019-07-19,0.01,0.02,0.01,0.01,1668
johnson,2019-07-19,0.01,0.01,0.01,0.01,0
brown,2019-07-19,0.01,0.01,0.01,0.01,0
murphy,2019-07-19,0.01,0.01,0.01,0.01,0
delaney,2019-07-19,0.01,0.01,0.01,0.01,11
winfrey,2019-07-19,0.01,0.01,0.01,0.01,0
o_rourke,2019-07-19,0.02,0.03,0.02,0.03,1523
clinton,2019-07-19,0.04,0.04,0.02,0.02,56422
s_brown,2019-07-19,0.01,0.01,0.01,0.01,0
bloomberg,2019-07-19,0.01,0.01,0.01,0.01,25
yang,2019-07-19,0.07,0.08,0.07,0.07,5691
buttigieg,2019-07-19,0.12000000000000001,0.12000000000000001,0.11,0.11,11833
castro,2019-07-19,0.03,0.03,0.02,0.02,990
gabbard,2019-07-19,0.05,0.05,0.03,0.04,33590
hickenlooper,2019-07-19,0.01,0.01,0.01,0.01,0
inslee,2019-07-19,0.01,0.01,0.01,0.01,70
bullock,2019-07-19,0.02,0.02,0.01,0.02,15382
bennet,2019-07-19,0.02,0.02,0.01,0.01,7354
williamson,2019-07-19,0.01,0.02,0.01,0.01,11077
ryan,2019-07-19,0.01,0.01,0.01,0.01,0
de_blasio,2019-07-19,0.01,0.01,0.01,0.01,20
swalwell,2019-07-19,0.01,0.01,0.01,0.01,0
sanders,2019-07-20,0.14,0.14,0.13,0.13,1625
booker,2019-07-20,0.04,0.05,0.04,0.04,2283
harris,2019-07-20,0.22,0.23,0.22,0.22,3976
gillibrand,2019-07-20,0.01,0.01,0.01,0.01,1217
biden,2019-07-20,0.23,0.23,0.22,0.23,6440
warren,2019-07-20,0.23,0.23,0.22,0.23,1884
cuomo,2019-07-20,0.01,0.01,0.01,0.01,0
zuckerberg,2019-07-20,0.01,0.01,0.01,0.01,0
kaine,2019-07-20,0.01,0.01,0.01,0.01,0
klobuchar,2019-07-20,0.01,0.02,0.01,0.01,3711
johnson,2019-07-20,0.01,0.01,0.01,0.01,0
brown,2019-07-20,0.01,0.01,0.01,0.01,0
murphy,2019-07-20,0.01,0.01,0.01,0.01,0
delaney,2019-07-20,0.01,0.01,0.01,0.01,175
winfrey,2019-07-20,0.01,0.01,0.01,0.01,1
o_rourke,2019-07-20,0.03,0.03,0.02,0.02,2161
clinton,2019-07-20,0.02,0.04,0.02,0.03,11477
s_brown,2019-07-20,0.01,0.01,0.01,0.01,0
bloomberg,2019-07-20,0.01,0.01,0.01,0.01,0
yang,2019-07-20,0.07,0.08,0.07,0.08,9698
buttigieg,2019-07-20,0.11,0.12000000000000001,0.11,0.12000000000000001,3962
castro,2019-07-20,0.02,0.03,0.02,0.02,684
gabbard,2019-07-20,0.04,0.05,0.04,0.04,1040
hickenlooper,2019-07-20,0.01,0.01,0.01,0.01,0
inslee,2019-07-20,0.01,0.01,0.01,0.01,0
bullock,2019-07-20,0.02,0.02,0.01,0.02,43559
bennet,2019-07-20,0.01,0.02,0.01,0.01,1185
williamson,2019-07-20,0.01,0.02,0.01,0.02,2021
ryan,2019-07-20,0.01,0.01,0.01,0.01,0
de_blasio,2019-07-20,0.01,0.01,0.01,0.01,1000
swalwell,2019-07-20,0.01,0.01,0.01,0.01,0
sanders,2019-07-21,0.13,0.14,0.13,0.13,3345
booker,2019-07-21,0.04,0.05,0.04,0.04,1387
harris,2019-07-21,0.22,0.23,0.21000000000000002,0.21000000000000002,11984
gillibrand,2019-07-21,0.01,0.01,0.01,0.01,500
biden,2019-07-21,0.23,0.23,0.22,0.23,8107
warren,2019-07-21,0.23,0.23,0.22,0.22,4811
cuomo,2019-07-21,0.01,0.01,0.01,0.01,0
zuckerberg,2019-07-21,0.01,0.01,0.01,0.01,0
kaine,2019-07-21,0.01,0.01,0.01,0.01,0
klobuchar,2019-07-21,0.01,0.02,0.01,0.02,20128
johnson,2019-07-21,0.01,0.01,0.01,0.01,0
brown,2019-07-21,0.01,0.01,0.01,0.01,0
murphy,2019-07-21,0.01,0.01,0.01,0.01,0
delaney,2019-07-21,0.01,0.01,0.01,0.01,23
winfrey,2019-07-21,0.01,0.01,0.01,0.01,858
o_rourke,2019-07-21,0.02,0.03,0.02,0.02,2392
clinton,2019-07-21,0.03,0.04,0.03,0.04,2943
s_brown,2019-07-21,0.01,0.01,0.01,0.01,0
bloomberg,2019-07-21,0.01,0.01,0.01,0.01,1000
yang,2019-07-21,0.08,0.08,0.07,0.08,2553
buttigieg,2019-07-21,0.12000000000000001,0.12000000000000001,0.11,0.11,1999
castro,2019-07-21,0.02,0.03,0.02,0.02,1976
gabbard,2019-07-21,0.04,0.05,0.04,0.05,3857
hickenlooper,2019-07-21,0.01,0.01,0.01,0.01,500
inslee,2019-07-21,0.01,0.01,0.01,0.01,1026
bullock,2019-07-21,0.02,0.02,0.01,0.02,1353
bennet,2019-07-21,0.01,0.02,0.01,0.01,3378
williamson,2019-07-21,0.02,0.02,0.01,0.01,1576
ryan,2019-07-21,0.01,0.01,0.01,0.01,0
de_blasio,2019-07-21,0.01,0.01,0.01,0.01,0
swalwell,2019-07-21,0.01,0.01,0.01,0.01,0
sanders,2019-07-22,0.13,0.14,0.13,0.13,692
booker,2019-07-22,0.04,0.05,0.04,0.04,3438
harris,2019-07-22,0.21000000000000002,0.23,0.21000000000000002,0.23,7857
gillibrand,2019-07-22,0.01,0.01,0.01,0.01,8130
biden,2019-07-22,0.23,0.23,0.22,0.23,5523
warren,2019-07-22,0.22,0.23,0.22,0.22,3466
cuomo,2019-07-22,0.01,0.01,0.01,0.01,0
zuckerberg,2019-07-22,0.01,0.01,0.01,0.01,0
kaine,2019-07-22,0.01,0.01,0.01,0.01,0
klobuchar,2019-07-22,0.02,0.02,0.01,0.01,17404
johnson,2019-07-22,0.01,0.01,0.01,0.01,0
brown,2019-07-22,0.01,0.01,0.01,0.01,0
murphy,2019-07-22,0.01,0.01,0.01,0.01,0
delaney,2019-07-22,0.01,0.01,0.01,0.01,31
winfrey,2019-07-22,0.01,0.01,0.01,0.01,0
o_rourke,2019-07-22,0.02,0.03,0.02,0.02,2271
clinton,2019-07-22,0.04,0.04,0.03,0.04,3060
s_brown,2019-07-22,0.01,0.01,0.01,0.01,50
bloomberg,2019-07-22,0.01,0.01,0.01,0.01,0
yang,2019-07-22,0.08,0.08,0.07,0.08,19077
buttigieg,2019-07-22,0.11,0.12000000000000001,0.11,0.12000000000000001,2949
castro,2019-07-22,0.02,0.03,0.02,0.02,3581
gabbard,2019-07-22,0.05,0.05,0.04,0.04,2614
hickenlooper,2019-07-22,0.01,0.01,0.01,0.01,775
inslee,2019-07-22,0.01,0.01,0.01,0.01,1608
bullock,2019-07-22,0.02,0.02,0.01,0.01,12691
bennet,2019-07-22,0.01,0.02,0.01,0.01,9772
williamson,2019-07-22,0.01,0.02,0.01,0.01,7117
ryan,2019-07-22,0.01,0.01,0.01,0.01,0
de_blasio,2019-07-22,0.01,0.01,0.01,0.01,20
swalwell,2019-07-22,0.01,0.01,0.01,0.01,0
sanders,2019-07-23,0.13,0.14,0.13,0.14,5966
booker,2019-07-23,0.04,0.05,0.04,0.04,15547
harris,2019-07-23,0.23,0.25,0.22,0.24000000000000002,21905
gillibrand,2019-07-23,0.01,0.01,0.01,0.01,1208
biden,2019-07-23,0.23,0.23,0.22,0.23,8905
warren,2019-07-23,0.22,0.23,0.22,0.22,2053
cuomo,2019-07-23,0.01,0.01,0.01,0.01,0
zuckerberg,2019-07-23,0.01,0.01,0.01,0.01,0
kaine,2019-07-23,0.01,0.01,0.01,0.01,0
klobuchar,2019-07-23,0.01,0.02,0.01,0.02,1030
johnson,2019-07-23,0.01,0.01,0.01,0.01,0
brown,2019-07-23,0.01,0.01,0.01,0.01,0
murphy,2019-07-23,0.01,0.01,0.01,0.01,0
delaney,2019-07-23,0.01,0.01,0.01,0.01,10
winfrey,2019-07-23,0.01,0.01,0.01,0.01,0
o_rourke,2019-07-23,0.02,0.03,0.02,0.03,5809
clinton,2019-07-23,0.04,0.04,0.03,0.04,4053
s_brown,2019-07-23,0.01,0.01,0.01,0.01,500
bloomberg,2019-07-23,0.01,0.01,0.01,0.01,0
yang,2019-07-23,0.08,0.09,0.07,0.09,7709
buttigieg,2019-07-23,0.12000000000000001,0.12000000000000001,0.11,0.11,4886
castro,2019-07-23,0.02,0.03,0.02,0.03,2442
gabbard,2019-07-23,0.04,0.05,0.04,0.04,11237
hickenlooper,2019-07-23,0.01,0.01,0.01,0.01,0
inslee,2019-07-23,0.01,0.01,0.01,0.01,0
bullock,2019-07-23,0.01,0.02,0.01,0.01,2498
bennet,2019-07-23,0.01,0.01,0.01,0.01,3245
williamson,2019-07-23,0.01,0.02,0.01,0.01,44256
ryan,2019-07-23,0.01,0.01,0.01,0.01,0
de_blasio,2019-07-23,0.01,0.01,0.01,0.01,150
swalwell,2019-07-23,0.01,0.01,0.01,0.01,0
sanders,2019-07-24,0.14,0.14,0.13,0.13,18031
booker,2019-07-24,0.04,0.05,0.04,0.04,5538
harris,2019-07-24,0.24000000000000002,0.26,0.23,0.25,16365
gillibrand,2019-07-24,0.01,0.01,0.01,0.01,130
biden,2019-07-24,0.23,0.23,0.22,0.23,11627
warren,2019-07-24,0.22,0.23,0.22,0.23,8125
cuomo,2019-07-24,0.01,0.01,0.01,0.01,0
zuckerberg,2019-07-24,0.01,0.01,0.01,0.01,0
kaine,2019-07-24,0.01,0.01,0.01,0.01,0
klobuchar,2019-07-24,0.02,0.02,0.01,0.02,8158
johnson,2019-07-24,0.01,0.01,0.01,0.01,0
brown,2019-07-24,0.01,0.01,0.01,0.01,0
murphy,2019-07-24,0.01,0.01,0.01,0.01,0
delaney,2019-07-24,0.01,0.01,0.01,0.01,138
winfrey,2019-07-24,0.01,0.01,0.01,0.01,0
o_rourke,2019-07-24,0.03,0.03,0.02,0.02,14533
clinton,2019-07-24,0.04,0.04,0.03,0.03,2833
s_brown,2019-07-24,0.01,0.01,0.01,0.01,0
bloomberg,2019-07-24,0.01,0.01,0.01,0.01,0
yang,2019-07-24,0.09,0.09,0.07,0.07,3616
buttigieg,2019-07-24,0.11,0.12000000000000001,0.11,0.11,13061
castro,2019-07-24,0.03,0.03,0.02,0.02,3305
gabbard,2019-07-24,0.04,0.05,0.04,0.05,7931
hickenlooper,2019-07-24,0.01,0.01,0.01,0.01,133
inslee,2019-07-24,0.01,0.01,0.01,0.01,108
bullock,2019-07-24,0.01,0.02,0.01,0.02,3808
bennet,2019-07-24,0.01,0.02,0.01,0.01,2881
williamson,2019-07-24,0.01,0.02,0.01,0.02,90646
ryan,2019-07-24,0.01,0.01,0.01,0.01,0
de_blasio,2019-07-24,0.01,0.01,0.01,0.01,1058
swalwell,2019-07-24,0.01,0.01,0.01,0.01,0
sanders,2019-07-25,0.13,0.14,0.12000000000000001,0.13,12487
booker,2019-07-25,0.04,0.05,0.04,0.05,3984
harris,2019-07-25,0.25,0.25,0.23,0.24000000000000002,13042
gillibrand,2019-07-25,0.01,0.01,0.01,0.01,11
biden,2019-07-25,0.23,0.23,0.22,0.23,23433
warren,2019-07-25,0.23,0.23,0.22,0.22,5286
cuomo,2019-07-25,0.01,0.01,0.01,0.01,0
zuckerberg,2019-07-25,0.01,0.01,0.01,0.01,0
kaine,2019-07-25,0.01,0.01,0.01,0.01,0
klobuchar,2019-07-25,0.02,0.03,0.01,0.03,27899
johnson,2019-07-25,0.01,0.01,0.01,0.01,0
brown,2019-07-25,0.01,0.01,0.01,0.01,0
murphy,2019-07-25,0.01,0.01,0.01,0.01,0
delaney,2019-07-25,0.01,0.01,0.01,0.01,18
winfrey,2019-07-25,0.01,0.01,0.01,0.01,4
o_rourke,2019-07-25,0.02,0.03,0.02,0.03,2437
clinton,2019-07-25,0.03,0.04,0.03,0.03,4030
s_brown,2019-07-25,0.01,0.01,0.01,0.01,0
bloomberg,2019-07-25,0.01,0.01,0.01,0.01,0
yang,2019-07-25,0.07,0.09,0.07,0.09,19063
buttigieg,2019-07-25,0.11,0.12000000000000001,0.11,0.11,6707
castro,2019-07-25,0.02,0.03,0.02,0.02,4356
gabbard,2019-07-25,0.05,0.05,0.04,0.05,9933
hickenlooper,2019-07-25,0.01,0.01,0.01,0.01,868
inslee,2019-07-25,0.01,0.01,0.01,0.01,0
bullock,2019-07-25,0.02,0.02,0.01,0.02,6466
bennet,2019-07-25,0.01,0.01,0.01,0.01,3733
williamson,2019-07-25,0.02,0.02,0.01,0.02,40984
ryan,2019-07-25,0.01,0.01,0.01,0.01,0
de_blasio,2019-07-25,0.01,0.01,0.01,0.01,0
swalwell,2019-07-25,0.01,0.01,0.01,0.01,0
sanders,2019-07-26,0.13,0.13,0.12000000000000001,0.13,10710
booker,2019-07-26,0.05,0.05,0.04,0.04,1336
harris,2019-07-26,0.24000000000000002,0.24000000000000002,0.23,0.24000000000000002,2192
gillibrand,2019-07-26,0.01,0.01,0.01,0.01,397
biden,2019-07-26,0.23,0.23,0.22,0.23,5061
warren,2019-07-26,0.22,0.23,0.22,0.22,2624
cuomo,2019-07-26,0.01,0.01,0.01,0.01,0
zuckerberg,2019-07-26,0.01,0.01,0.01,0.01,0
kaine,2019-07-26,0.01,0.01,0.01,0.01,0
klobuchar,2019-07-26,0.03,0.03,0.02,0.02,2309
johnson,2019-07-26,0.01,0.01,0.01,0.01,0
brown,2019-07-26,0.01,0.01,0.01,0.01,0
murphy,2019-07-26,0.01,0.01,0.01,0.01,0
delaney,2019-07-26,0.01,0.01,0.01,0.01,866
winfrey,2019-07-26,0.01,0.01,0.01,0.01,867
o_rourke,2019-07-26,0.03,0.03,0.02,0.03,4811
clinton,2019-07-26,0.03,0.04,0.03,0.04,216
s_brown,2019-07-26,0.01,0.01,0.01,0.01,0
bloomberg,2019-07-26,0.01,0.01,0.01,0.01,25
yang,2019-07-26,0.09,0.09,0.08,0.08,9091
buttigieg,2019-07-26,0.11,0.12000000000000001,0.11,0.11,3834
castro,2019-07-26,0.02,0.03,0.02,0.02,748
gabbard,2019-07-26,0.05,0.05,0.04,0.05,6435
hickenlooper,2019-07-26,0.01,0.01,0.01,0.01,858
inslee,2019-07-26,0.01,0.01,0.01,0.01,882
bullock,2019-07-26,0.02,0.02,0.01,0.01,2011
bennet,2019-07-26,0.01,0.01,0.01,0.01,738
williamson,2019-07-26,0.02,0.02,0.01,0.02,3234
ryan,2019-07-26,0.01,0.01,0.01,0.01,0
de_blasio,2019-07-26,0.01,0.01,0.01,0.01,1058
swalwell,2019-07-26,0.01,0.01,0.01,0.01,0
sanders,2019-07-27,0.13,0.13,0.12000000000000001,0.13,3953
booker,2019-07-27,0.04,0.05,0.03,0.03,38285
harris,2019-07-27,0.24000000000000002,0.24000000000000002,0.23,0.24000000000000002,2130
gillibrand,2019-07-27,0.01,0.01,0.01,0.01,1140
biden,2019-07-27,0.23,0.23,0.22,0.23,6102
warren,2019-07-27,0.22,0.23,0.22,0.22,4291
cuomo,2019-07-27,0.01,0.01,0.01,0.01,1000
zuckerberg,2019-07-27,0.01,0.01,0.01,0.01,0
kaine,2019-07-27,0.01,0.01,0.01,0.01,0
klobuchar,2019-07-27,0.02,0.03,0.02,0.02,2483
johnson,2019-07-27,0.01,0.01,0.01,0.01,0
brown,2019-07-27,0.01,0.01,0.01,0.01,0
murphy,2019-07-27,0.01,0.01,0.01,0.01,0
delaney,2019-07-27,0.01,0.01,0.01,0.01,4
winfrey,2019-07-27,0.01,0.01,0.01,0.01,0
o_rourke,2019-07-27,0.03,0.03,0.02,0.02,277
clinton,2019-07-27,0.04,0.04,0.03,0.04,278
s_brown,2019-07-27,0.01,0.01,0.01,0.01,0
bloomberg,2019-07-27,0.01,0.01,0.01,0.01,0
yang,2019-07-27,0.08,0.09,0.08,0.08,3372
buttigieg,2019-07-27,0.11,0.12000000000000001,0.11,0.12000000000000001,2562
castro,2019-07-27,0.02,0.03,0.02,0.02,5376
gabbard,2019-07-27,0.05,0.05,0.04,0.05,8250
hickenlooper,2019-07-27,0.01,0.01,0.01,0.01,0
inslee,2019-07-27,0.01,0.01,0.01,0.01,0
bullock,2019-07-27,0.01,0.02,0.01,0.01,10903
bennet,2019-07-27,0.01,0.01,0.01,0.01,9909
williamson,2019-07-27,0.02,0.02,0.01,0.02,189
ryan,2019-07-27,0.01,0.01,0.01,0.01,400
de_blasio,2019-07-27,0.01,0.01,0.01,0.01,500
swalwell,2019-07-27,0.01,0.01,0.01,0.01,0
sanders,2019-07-28,0.13,0.13,0.12000000000000001,0.13,4525
booker,2019-07-28,0.03,0.04,0.03,0.03,1031
harris,2019-07-28,0.24000000000000002,0.24000000000000002,0.23,0.24000000000000002,5266
gillibrand,2019-07-28,0.01,0.01,0.01,0.01,501
biden,2019-07-28,0.23,0.24000000000000002,0.22,0.23,5426
warren,2019-07-28,0.22,0.23,0.22,0.22,1923
cuomo,2019-07-28,0.01,0.01,0.01,0.01,0
zuckerberg,2019-07-28,0.01,0.01,0.01,0.01,0
kaine,2019-07-28,0.01,0.01,0.01,0.01,0
klobuchar,2019-07-28,0.02,0.03,0.02,0.02,732
johnson,2019-07-28,0.01,0.01,0.01,0.01,0
brown,2019-07-28,0.01,0.01,0.01,0.01,0
murphy,2019-07-28,0.01,0.01,0.01,0.01,0
delaney,2019-07-28,0.01,0.01,0.01,0.01,8
winfrey,2019-07-28,0.01,0.01,0.01,0.01,0
o_rourke,2019-07-28,0.02,0.03,0.02,0.03,668
clinton,2019-07-28,0.04,0.04,0.03,0.03,10279
s_brown,2019-07-28,0.01,0.01,0.01,0.01,50
bloomberg,2019-07-28,0.01,0.01,0.01,0.01,0
yang,2019-07-28,0.08,0.09,0.08,0.08,3161
buttigieg,2019-07-28,0.12000000000000001,0.12000000000000001,0.11,0.11,8662
castro,2019-07-28,0.02,0.03,0.02,0.02,576
gabbard,2019-07-28,0.05,0.05,0.04,0.05,17747
hickenlooper,2019-07-28,0.01,0.01,0.01,0.01,18
inslee,2019-07-28,0.01,0.01,0.01,0.01,100
